emergency_id,baseline_route_distance,baseline_route_eta,uk_route_distance,uk_route_eta,traffic_conditions,selected_route
REQ01901,3.2,12,3.2,12,MODERATE,ROUTE-PRIMARY
REQ01902,4.3,13,4.3,13,NORMAL,ROUTE-PRIMARY
REQ01903,2.6,10,2.6,10,NORMAL,ROUTE-PRIMARY
REQ01904,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ01905,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01906,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01907,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01908,14.7,26,14.7,26,NORMAL,ROUTE-PRIMARY
REQ01909,1.9,6,1.9,6,HEAVY,ROUTE-PRIMARY
REQ01910,3.2,8,3.2,8,NORMAL,ROUTE-PRIMARY
REQ01911,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01912,3.5,10,3.5,10,NORMAL,ROUTE-PRIMARY
REQ01913,1.2,5,1.2,5,MODERATE,ROUTE-PRIMARY
REQ01914,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01915,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ01916,3.2,10,3.2,10,NORMAL,ROUTE-PRIMARY
REQ01917,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ01918,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01919,2.5,7,2.5,7,MODERATE,ROUTE-PRIMARY
REQ01920,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01921,2.2,7,2.2,7,MODERATE,ROUTE-PRIMARY
REQ01922,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ01923,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01924,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01925,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01926,3.9,13,3.9,13,NORMAL,ROUTE-PRIMARY
REQ01927,3.8,10,3.8,10,NORMAL,ROUTE-PRIMARY
REQ01928,4,8,4,8,MODERATE,ROUTE-PRIMARY
REQ01929,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ01930,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01931,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01932,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ01933,1.7,3,1.7,3,NORMAL,ROUTE-PRIMARY
REQ01934,1,4,1,4,MODERATE,ROUTE-PRIMARY
REQ01935,2.6,7,2.6,7,MODERATE,ROUTE-PRIMARY
REQ01936,1.4,3,1.4,3,NORMAL,ROUTE-PRIMARY
REQ01937,1.2,3,1.2,3,MODERATE,ROUTE-PRIMARY
REQ01938,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ01939,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ01940,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01941,1.1,2,1.1,2,NORMAL,ROUTE-PRIMARY
REQ01942,2.5,7,2.5,7,HEAVY,ROUTE-PRIMARY
REQ01943,2.1,7,2.1,7,MODERATE,ROUTE-PRIMARY
REQ01944,1.6,4,1.6,4,MODERATE,ROUTE-PRIMARY
REQ01945,1.3,4,1.3,4,HEAVY,ROUTE-PRIMARY
REQ01946,3.2,10,3.2,10,NORMAL,ROUTE-PRIMARY
REQ01947,2.2,6,2.2,6,MODERATE,ROUTE-PRIMARY
REQ01948,1.9,4,1.9,4,HEAVY,ROUTE-PRIMARY
REQ01949,2.6,9,2.6,9,MODERATE,ROUTE-PRIMARY
REQ01950,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ01951,3.6,11,3.6,11,NORMAL,ROUTE-PRIMARY
REQ01952,1.6,6,1.6,6,MODERATE,ROUTE-PRIMARY
REQ01953,5.2,16,5.2,16,MODERATE,ROUTE-PRIMARY
REQ01954,4.6,15,4.6,15,HEAVY,ROUTE-PRIMARY
REQ01955,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ01956,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ01957,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ01958,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01959,6.7,11,6.7,11,MODERATE,ROUTE-PRIMARY
REQ01960,0.2,2,0.2,1,NORMAL,ROUTE-PRIMARY
REQ01961,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ01962,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ01963,2.6,6,2.6,6,NORMAL,ROUTE-PRIMARY
REQ01964,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ01965,1.4,4,1.4,4,MODERATE,ROUTE-PRIMARY
REQ01966,3.5,11,3.5,11,NORMAL,ROUTE-PRIMARY
REQ01967,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ01968,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01969,2.9,9,2.9,9,MODERATE,ROUTE-PRIMARY
REQ01970,3.1,10,3.1,10,NORMAL,ROUTE-PRIMARY
REQ01971,2.8,8,2.8,8,NORMAL,ROUTE-PRIMARY
REQ01972,1.3,5,1.3,5,HEAVY,ROUTE-PRIMARY
REQ01973,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ01974,0.9,3,0.9,3,MODERATE,ROUTE-PRIMARY
REQ01975,1.3,5,1.3,5,HEAVY,ROUTE-PRIMARY
REQ01976,2.6,6,2.6,6,NORMAL,ROUTE-PRIMARY
REQ01977,3.5,11,3.5,11,MODERATE,ROUTE-PRIMARY
REQ01978,2.1,6,2.1,6,HEAVY,ROUTE-PRIMARY
REQ01979,2,5,2,5,MODERATE,ROUTE-PRIMARY
REQ01980,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ01981,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ01982,1.6,4,1.6,4,MODERATE,ROUTE-PRIMARY
REQ01983,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ01984,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01985,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01986,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01987,0.8,3,0.8,3,HEAVY,ROUTE-PRIMARY
REQ01988,2,5,2,5,NORMAL,ROUTE-PRIMARY
REQ01989,1.5,4,1.5,4,MODERATE,ROUTE-PRIMARY
REQ01990,3.1,7,3.1,7,NORMAL,ROUTE-PRIMARY
REQ01991,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ01992,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ01993,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ01994,2.7,6,2.7,6,NORMAL,ROUTE-PRIMARY
REQ01995,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ01996,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ01997,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ01998,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ01999,1.8,6,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02000,2.6,8,2.6,8,MODERATE,ROUTE-PRIMARY
REQ02001,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ02002,3.7,14,3.7,14,NORMAL,ROUTE-PRIMARY
REQ02003,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02004,2.6,8,2.6,8,MODERATE,ROUTE-PRIMARY
REQ02005,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ02006,1.5,6,1.5,6,MODERATE,ROUTE-PRIMARY
REQ02007,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ02008,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ02009,2.9,9,2.9,9,MODERATE,ROUTE-PRIMARY
REQ02010,2.8,9,2.8,9,MODERATE,ROUTE-PRIMARY
REQ02011,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ02012,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02013,2.4,9,2.4,9,MODERATE,ROUTE-PRIMARY
REQ02014,2.7,9,2.7,9,NORMAL,ROUTE-PRIMARY
REQ02015,1.4,4,1.4,4,MODERATE,ROUTE-PRIMARY
REQ02016,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ02017,3.2,7,3.2,7,MODERATE,ROUTE-PRIMARY
REQ02018,2,6,2,6,MODERATE,ROUTE-PRIMARY
REQ02019,3.1,9,3.1,9,MODERATE,ROUTE-PRIMARY
REQ02020,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02021,2.9,7,2.9,7,MODERATE,ROUTE-PRIMARY
REQ02022,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ02023,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02024,1.2,5,1.2,5,MODERATE,ROUTE-PRIMARY
REQ02025,2.4,5,2.4,5,NORMAL,ROUTE-PRIMARY
REQ02026,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02027,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ02028,1,4,1,4,MODERATE,ROUTE-PRIMARY
REQ02029,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02030,3,6,3,6,NORMAL,ROUTE-PRIMARY
REQ02031,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02032,6,12,6,12,NORMAL,ROUTE-PRIMARY
REQ02033,4.7,13,4.7,13,NORMAL,ROUTE-PRIMARY
REQ02034,4.5,7,4.5,7,MODERATE,ROUTE-PRIMARY
REQ02035,0.4,2,0.4,1,HEAVY,ROUTE-PRIMARY
REQ02036,1.4,5,1.4,5,MODERATE,ROUTE-PRIMARY
REQ02037,2.5,6,2.5,6,NORMAL,ROUTE-PRIMARY
REQ02038,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ02039,14.8,26,14.8,26,NORMAL,ROUTE-PRIMARY
REQ02040,3.5,11,3.5,11,NORMAL,ROUTE-PRIMARY
REQ02041,2.5,9,2.5,9,HEAVY,ROUTE-PRIMARY
REQ02042,5.7,12,5.7,12,NORMAL,ROUTE-PRIMARY
REQ02043,3.4,9,3.4,9,NORMAL,ROUTE-PRIMARY
REQ02044,2.6,6,2.6,6,HEAVY,ROUTE-PRIMARY
REQ02045,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ02046,2.3,9,2.3,9,NORMAL,ROUTE-PRIMARY
REQ02047,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02048,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ02049,3.3,11,3.3,11,NORMAL,ROUTE-PRIMARY
REQ02050,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02051,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ02052,3.1,7,3.1,7,NORMAL,ROUTE-PRIMARY
REQ02053,2.4,8,2.4,8,HEAVY,ROUTE-PRIMARY
REQ02054,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02055,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02056,2.4,8,2.4,8,NORMAL,ROUTE-PRIMARY
REQ02057,16.8,29,16.8,29,MODERATE,ROUTE-PRIMARY
REQ02058,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02059,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ02060,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02061,1.5,6,1.5,6,MODERATE,ROUTE-PRIMARY
REQ02062,1,2,1,2,NORMAL,ROUTE-PRIMARY
REQ02063,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02064,3.2,8,3.2,8,NORMAL,ROUTE-PRIMARY
REQ02065,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ02066,2.5,5,2.5,5,NORMAL,ROUTE-PRIMARY
REQ02067,2.9,6,2.9,6,NORMAL,ROUTE-PRIMARY
REQ02068,2.8,8,2.8,8,NORMAL,ROUTE-PRIMARY
REQ02069,0.1,2,0.1,1,MODERATE,ROUTE-PRIMARY
REQ02070,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02071,2,6,2,6,HEAVY,ROUTE-PRIMARY
REQ02072,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ02073,2.9,11,2.9,11,MODERATE,ROUTE-PRIMARY
REQ02074,2.2,6,2.2,5,NORMAL,ROUTE-PRIMARY
REQ02075,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02076,1.6,5,1.6,4,MODERATE,ROUTE-PRIMARY
REQ02077,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02078,1.2,3,1.2,3,MODERATE,ROUTE-PRIMARY
REQ02079,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02080,3.2,8,3.2,8,NORMAL,ROUTE-PRIMARY
REQ02081,2.8,8,2.8,8,MODERATE,ROUTE-PRIMARY
REQ02082,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02083,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02084,2.9,9,2.9,9,MODERATE,ROUTE-PRIMARY
REQ02085,4.1,9,4.1,9,MODERATE,ROUTE-PRIMARY
REQ02086,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ02087,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02088,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ02089,3.7,10,3.7,10,NORMAL,ROUTE-PRIMARY
REQ02090,1.9,5,1.9,5,MODERATE,ROUTE-PRIMARY
REQ02091,3.4,10,3.4,10,MODERATE,ROUTE-PRIMARY
REQ02092,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02093,1.9,5,1.9,5,MODERATE,ROUTE-PRIMARY
REQ02094,2.8,8,2.8,8,MODERATE,ROUTE-PRIMARY
REQ02095,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ02096,3,11,3,11,NORMAL,ROUTE-PRIMARY
REQ02097,2.6,5,2.6,5,NORMAL,ROUTE-PRIMARY
REQ02098,1.1,3,1.1,3,HEAVY,ROUTE-PRIMARY
REQ02099,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02100,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ02101,2.5,7,2.5,7,HEAVY,ROUTE-PRIMARY
REQ02102,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02103,2.6,6,2.6,6,MODERATE,ROUTE-PRIMARY
REQ02104,4.2,11,4.2,11,HEAVY,ROUTE-PRIMARY
REQ02105,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ02106,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02107,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02108,3.1,8,3.1,8,MODERATE,ROUTE-PRIMARY
REQ02109,1.9,6,1.9,6,MODERATE,ROUTE-PRIMARY
REQ02110,2.5,9,2.5,9,HEAVY,ROUTE-PRIMARY
REQ02111,3.7,9,3.7,9,NORMAL,ROUTE-PRIMARY
REQ02112,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ02113,2.4,5,2.4,5,HEAVY,ROUTE-PRIMARY
REQ02114,2.8,6,2.8,6,MODERATE,ROUTE-PRIMARY
REQ02115,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ02116,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02117,2.5,10,2.5,10,MODERATE,ROUTE-PRIMARY
REQ02118,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02119,2.5,6,2.5,6,NORMAL,ROUTE-PRIMARY
REQ02120,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02121,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ02122,0.4,2,0.4,1,HEAVY,ROUTE-PRIMARY
REQ02123,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02124,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ02125,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ02126,2.5,6,2.5,6,MODERATE,ROUTE-PRIMARY
REQ02127,1.6,6,1.6,6,MODERATE,ROUTE-PRIMARY
REQ02128,3,8,3,8,NORMAL,ROUTE-PRIMARY
REQ02129,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ02130,4.1,13,4.1,13,NORMAL,ROUTE-PRIMARY
REQ02131,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ02132,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02133,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ02134,1.4,3,1.4,3,HEAVY,ROUTE-PRIMARY
REQ02135,3.9,9,3.9,9,MODERATE,ROUTE-PRIMARY
REQ02136,2.7,10,2.7,10,NORMAL,ROUTE-PRIMARY
REQ02137,1,2,1,2,NORMAL,ROUTE-PRIMARY
REQ02138,2.2,8,2.2,8,MODERATE,ROUTE-PRIMARY
REQ02139,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ02140,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ02141,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ02142,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ02143,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02144,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ02145,0.9,4,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02146,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02147,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02148,2.2,6,2.2,6,MODERATE,ROUTE-PRIMARY
REQ02149,0.7,3,0.7,3,NORMAL,ROUTE-PRIMARY
REQ02150,2.4,9,2.4,9,MODERATE,ROUTE-PRIMARY
REQ02151,2.7,6,2.7,6,NORMAL,ROUTE-PRIMARY
REQ02152,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ02153,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02154,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ02155,3.4,9,3.4,9,NORMAL,ROUTE-PRIMARY
REQ02156,3.2,11,3.2,11,NORMAL,ROUTE-PRIMARY
REQ02157,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02158,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ02159,3.4,10,3.4,10,MODERATE,ROUTE-PRIMARY
REQ02160,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02161,1.5,3,1.5,3,NORMAL,ROUTE-PRIMARY
REQ02162,7.6,18,7.6,18,NORMAL,ROUTE-PRIMARY
REQ02163,3.2,10,3.2,10,NORMAL,ROUTE-PRIMARY
REQ02164,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02165,14.3,23,14.3,23,MODERATE,ROUTE-PRIMARY
REQ02166,2.1,7,2.1,7,NORMAL,ROUTE-PRIMARY
REQ02167,3.8,11,3.8,11,NORMAL,ROUTE-PRIMARY
REQ02168,1.4,5,1.4,5,MODERATE,ROUTE-PRIMARY
REQ02169,3.1,8,3.1,8,NORMAL,ROUTE-PRIMARY
REQ02170,2.3,7,2.3,7,HEAVY,ROUTE-PRIMARY
REQ02171,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ02172,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02173,2.3,8,2.3,8,HEAVY,ROUTE-PRIMARY
REQ02174,1,4,1,3,NORMAL,ROUTE-PRIMARY
REQ02175,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ02176,2.2,4,2.2,4,HEAVY,ROUTE-PRIMARY
REQ02177,2.4,9,2.4,9,MODERATE,ROUTE-PRIMARY
REQ02178,2.9,8,3.1,8,NORMAL,ROUTE-PRIMARY
REQ02179,2.5,6,2.5,6,HEAVY,ROUTE-PRIMARY
REQ02180,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02181,16.7,28,16.7,28,MODERATE,ROUTE-PRIMARY
REQ02182,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02183,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02184,1.9,4,1.9,4,MODERATE,ROUTE-PRIMARY
REQ02185,2.7,7,2.7,7,HEAVY,ROUTE-PRIMARY
REQ02186,2.8,9,2.8,9,NORMAL,ROUTE-PRIMARY
REQ02187,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ02188,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ02189,4.4,14,4.4,14,MODERATE,ROUTE-PRIMARY
REQ02190,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ02191,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02192,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02193,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ02194,16.3,28,16.3,28,NORMAL,ROUTE-PRIMARY
REQ02195,2.8,10,2.8,10,NORMAL,ROUTE-PRIMARY
REQ02196,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02197,1.8,4,1.8,4,HEAVY,ROUTE-PRIMARY
REQ02198,2.1,6,2.1,6,NORMAL,ROUTE-PRIMARY
REQ02199,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02200,0.9,2,0.9,2,HEAVY,ROUTE-PRIMARY
REQ02201,1.4,5,1.4,5,MODERATE,ROUTE-PRIMARY
REQ02202,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02203,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ02204,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02205,2.4,6,2.4,6,NORMAL,ROUTE-PRIMARY
REQ02206,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02207,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02208,2.4,7,2.4,7,MODERATE,ROUTE-PRIMARY
REQ02209,2.3,6,2.3,6,HEAVY,ROUTE-PRIMARY
REQ02210,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02211,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ02212,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02213,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ02214,1,4,1,4,MODERATE,ROUTE-PRIMARY
REQ02215,3,7,3,7,NORMAL,ROUTE-PRIMARY
REQ02216,3.9,13,3.9,13,NORMAL,ROUTE-PRIMARY
REQ02217,2.2,6,2.2,6,MODERATE,ROUTE-PRIMARY
REQ02218,4.5,12,4.5,12,HEAVY,ROUTE-PRIMARY
REQ02219,2,6,2,5,NORMAL,ROUTE-PRIMARY
REQ02220,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ02221,3,8,3,7,HEAVY,ROUTE-PRIMARY
REQ02222,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ02223,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02224,2.3,9,2.3,9,HEAVY,ROUTE-PRIMARY
REQ02225,3.7,12,3.7,12,NORMAL,ROUTE-PRIMARY
REQ02226,1.3,3,1.3,3,MODERATE,ROUTE-PRIMARY
REQ02227,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02228,2.7,10,2.7,10,NORMAL,ROUTE-PRIMARY
REQ02229,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ02230,2.6,7,2.6,7,HEAVY,ROUTE-PRIMARY
REQ02231,4.1,10,4.1,10,NORMAL,ROUTE-PRIMARY
REQ02232,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02233,1.1,3,1.1,3,HEAVY,ROUTE-PRIMARY
REQ02234,4.3,8,4.3,8,MODERATE,ROUTE-PRIMARY
REQ02235,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02236,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ02237,2.6,8,2.6,8,MODERATE,ROUTE-PRIMARY
REQ02238,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ02239,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ02240,2,4,2,4,NORMAL,ROUTE-PRIMARY
REQ02241,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ02242,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02243,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ02244,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ02245,1.5,3,1.5,3,MODERATE,ROUTE-PRIMARY
REQ02246,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ02247,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ02248,2.1,7,2.1,7,NORMAL,ROUTE-PRIMARY
REQ02249,1.8,5,1.8,5,MODERATE,ROUTE-PRIMARY
REQ02250,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ02251,2.5,7,2.5,7,NORMAL,ROUTE-PRIMARY
REQ02252,6.1,12,6.1,12,MODERATE,ROUTE-PRIMARY
REQ02253,2.3,9,2.3,9,NORMAL,ROUTE-PRIMARY
REQ02254,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02255,0.3,2,0.3,1,MODERATE,ROUTE-PRIMARY
REQ02256,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ02257,1.7,5,1.7,5,HEAVY,ROUTE-PRIMARY
REQ02258,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ02259,2.2,5,2.2,5,NORMAL,ROUTE-PRIMARY
REQ02260,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ02261,2.9,10,2.9,10,MODERATE,ROUTE-PRIMARY
REQ02262,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02263,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ02264,14.9,24,14.9,24,NORMAL,ROUTE-PRIMARY
REQ02265,3.4,9,3.4,9,MODERATE,ROUTE-PRIMARY
REQ02266,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02267,2,5,2,5,MODERATE,ROUTE-PRIMARY
REQ02268,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02269,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02270,2.2,6,2.2,6,MODERATE,ROUTE-PRIMARY
REQ02271,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ02272,1.5,5,1.5,5,HEAVY,ROUTE-PRIMARY
REQ02273,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02274,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02275,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02276,2.4,6,2.4,6,NORMAL,ROUTE-PRIMARY
REQ02277,2.1,8,2.1,8,MODERATE,ROUTE-PRIMARY
REQ02278,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02279,3.4,8,3.4,8,MODERATE,ROUTE-PRIMARY
REQ02280,1.7,4,1.7,4,MODERATE,ROUTE-PRIMARY
REQ02281,15.6,27,15.6,27,MODERATE,ROUTE-PRIMARY
