emergency_id,baseline_ambulance_id,baseline_eta,baseline_distance,uk_ambulance_id,uk_eta,uk_distance,uk_score,traffic
REQ01748,AMB0036,6,1.6,AMB0036,6,1.6,0.247,NORMAL
REQ01749,AMB0007,10,3.17,AMB0007,10,3.2,0.484,NORMAL
REQ01750,AMB0047,4,1.38,AMB0046,3,1.1,0.154,NORMAL
REQ01751,AMB0103,9,2.56,AMB0103,9,2.6,0.516,MODERATE
REQ01752,AMB0028,3,0.85,AMB0028,3,0.9,0.253,MODERATE
REQ01753,AMB0087,9,3.14,AMB0091,9,3.4,0.435,MODERATE
REQ01754,AMB0048,5,1.28,AMB0048,5,1.3,0.349,NORMAL
REQ01755,AMB0090,14,6.36,AMB0088,3,0.8,0.186,NORMAL
REQ01756,AMB0037,3,0.97,AMB0037,3,1,0.24,HEAVY
REQ01757,AMB0025,8,2.42,AMB0023,8,2.4,0.457,MODERATE
REQ01758,AMB0048,2,0.33,AMB0048,1,0.3,0.186,MODERATE
REQ01759,AMB0093,2,0.6,AMB0093,2,0.6,0.142,NORMAL
REQ01760,AMB0057,19,6.68,AMB0055,9,3,0.518,NORMAL
REQ01761,AMB0075,8,2.22,AMB0076,7,1.8,0.3,MODERATE
REQ01762,AMB0037,4,1.19,AMB0037,4,1.2,0.27,NORMAL
REQ01763,AMB0107,15,5.7,AMB0128,8,3.1,0.545,NORMAL
REQ01764,AMB0018,3,0.79,AMB0018,3,0.8,0.25,NORMAL
REQ01765,AMB0026,6,1.59,AMB0026,6,1.6,0.406,MODERATE
REQ01766,AMB0038,5,2.17,AMB0037,4,1.7,0.336,NORMAL
REQ01767,AMB0032,6,1.65,AMB0031,5,1.5,0.384,MODERATE
REQ01768,AMB0100,8,2.6,AMB0100,8,2.6,0.414,HEAVY
REQ01769,AMB0055,4,1.2,AMB0055,4,1.2,0.21,MODERATE
REQ01770,AMB0035,9,2.9,AMB0033,9,2.8,0.471,MODERATE
REQ01771,AMB0061,5,1.54,AMB0059,4,1.2,0.411,NORMAL
REQ01772,AMB0092,7,2.34,AMB0092,7,2.3,0.38,MODERATE
REQ01773,AMB0004,23,11.25,AMB0001,12,6.1,0.515,MODERATE
REQ01774,AMB0035,3,1.28,AMB0033,3,1.1,0.29,NORMAL
REQ01775,AMB0103,7,1.89,AMB0103,7,1.9,0.333,NORMAL
REQ01776,AMB0074,4,1.79,AMB0074,4,1.8,0.291,MODERATE
REQ01777,AMB0104,8,2.89,AMB0104,8,2.9,0.516,HEAVY
REQ01778,AMB0114,19,7.81,AMB0110,7,3,0.474,NORMAL
REQ01779,AMB0103,7,1.88,AMB0103,7,1.9,0.332,NORMAL
REQ01780,AMB0095,2,0.66,AMB0095,2,0.7,0.174,NORMAL
REQ01781,AMB0086,3,1.3,AMB0084,3,1,0.237,NORMAL
REQ01782,AMB0029,3,1.08,AMB0027,3,1.1,0.248,NORMAL
REQ01783,AMB0055,7,2.42,AMB0053,5,1.7,0.342,NORMAL
REQ01784,AMB0022,5,2.01,AMB0021,3,1.3,0.239,NORMAL
REQ01785,AMB0030,8,2.87,AMB0066,4,1.5,0.355,NORMAL
REQ01786,AMB0103,5,1.57,AMB0102,5,1.4,0.33,NORMAL
REQ01787,AMB0024,7,1.9,AMB0024,7,1.9,0.375,MODERATE
REQ01788,AMB0042,12,5.73,AMB0049,6,3,0.5,MODERATE
REQ01789,AMB0119,7,1.94,AMB0117,7,1.7,0.237,HEAVY
REQ01790,AMB0072,4,1.36,AMB0072,4,1.4,0.294,NORMAL
REQ01791,AMB0078,7,2.12,AMB0079,6,2,0.182,NORMAL
REQ01792,AMB0030,7,2.29,AMB0065,5,1.7,0.436,HEAVY
REQ01793,AMB0011,4,1.58,AMB0011,4,1.6,0.22,NORMAL
REQ01794,AMB0097,7,1.91,AMB0097,7,1.9,0.266,NORMAL
REQ01795,AMB0111,8,2.25,AMB0112,8,2.5,0.347,NORMAL
REQ01796,AMB0097,9,2.72,AMB0097,9,2.7,0.453,MODERATE
REQ01797,AMB0037,6,1.91,AMB0037,6,1.9,0.322,MODERATE
REQ01798,AMB0104,7,2.73,AMB0104,7,2.7,0.504,NORMAL
REQ01799,AMB0060,4,1.27,AMB0062,4,1.1,0.37,NORMAL
REQ01800,AMB0081,32,16.81,AMB0079,14,5,0.477,NORMAL
REQ01801,AMB0052,3,0.91,AMB0053,2,0.9,0.291,NORMAL
REQ01802,AMB0104,6,2.41,AMB0104,6,2.4,0.47,MODERATE
REQ01803,AMB0076,4,1.11,AMB0076,4,1.1,0.278,NORMAL
REQ01804,AMB0003,2,1.07,AMB0003,2,1.1,0.231,NORMAL
REQ01805,AMB0034,5,1.68,AMB0036,5,1.7,0.3,NORMAL
REQ01806,AMB0022,3,1.46,AMB0021,2,0.7,0.166,MODERATE
REQ01807,AMB0011,6,2.22,AMB0010,4,1.8,0.276,HEAVY
REQ01808,AMB0066,2,0.72,AMB0066,2,0.7,0.209,MODERATE
REQ01809,AMB0031,5,1.82,AMB0035,5,1.7,0.341,MODERATE
REQ01810,AMB0075,17,7.01,AMB0088,9,3.3,0.314,NORMAL
REQ01811,AMB0118,7,1.92,AMB0118,7,1.9,0.242,MODERATE
REQ01812,AMB0030,8,2.58,AMB0066,4,1.5,0.367,NORMAL
REQ01813,AMB0052,3,0.87,AMB0053,2,0.8,0.284,NORMAL
REQ01814,AMB0041,10,3.24,AMB0042,10,3.2,0.374,NORMAL
REQ01815,AMB0087,8,2.75,AMB0084,8,2.9,0.412,NORMAL
REQ01816,AMB0020,7,1.91,AMB0020,7,1.9,0.178,NORMAL
REQ01817,AMB0060,11,3.38,AMB0069,7,2.6,0.582,NORMAL
REQ01818,AMB0131,7,3.49,AMB0131,7,3.5,0.354,NORMAL
REQ01819,AMB0102,4,1.85,AMB0102,4,1.9,0.289,NORMAL
REQ01820,AMB0106,12,3.72,AMB0127,6,2.1,0.416,MODERATE
REQ01821,AMB0089,6,1.92,AMB0089,6,1.9,0.152,NORMAL
REQ01822,AMB0076,3,0.9,AMB0076,3,0.9,0.278,HEAVY
REQ01823,AMB0086,6,2.33,AMB0084,5,2,0.323,MODERATE
REQ01824,AMB0049,3,0.88,AMB0049,3,0.9,0.245,NORMAL
REQ01825,AMB0032,4,1.11,AMB0031,3,0.9,0.238,HEAVY
REQ01826,AMB0057,13,4.18,AMB0033,7,1.9,0.273,NORMAL
REQ01827,AMB0053,2,0.41,AMB0053,1,0.4,0.181,MODERATE
REQ01828,AMB0083,23,11.09,AMB0046,13,6.2,0.403,HEAVY
REQ01829,AMB0055,5,1.47,AMB0055,4,1.5,0.232,MODERATE
REQ01830,AMB0067,11,3.8,AMB0091,8,2.9,0.627,NORMAL
REQ01831,AMB0115,8,2.06,AMB0113,8,2.5,0.323,NORMAL
REQ01832,AMB0045,9,3.19,AMB0043,7,2.2,0.427,NORMAL
REQ01833,AMB0031,2,0.68,AMB0031,2,0.7,0.189,MODERATE
REQ01834,AMB0125,18,6.12,AMB0125,18,6.1,0.497,NORMAL
REQ01835,AMB0097,8,2.1,AMB0097,8,2.1,0.422,NORMAL
REQ01836,AMB0127,3,0.89,AMB0127,3,0.9,0.182,MODERATE
REQ01837,AMB0101,12,5.73,AMB0084,7,2.7,0.555,HEAVY
REQ01838,AMB0034,3,0.98,AMB0036,3,1,0.264,MODERATE
REQ01839,AMB0082,47,23.13,AMB0046,20,8.5,0.417,NORMAL
REQ01840,AMB0098,5,1.66,AMB0098,5,1.7,0.275,HEAVY
REQ01841,AMB0029,2,0.66,AMB0027,2,0.6,0.201,NORMAL
REQ01842,AMB0067,9,2.46,AMB0068,9,2.5,0.498,MODERATE
REQ01843,AMB0093,3,0.98,AMB0091,3,0.8,0.156,NORMAL
REQ01844,AMB0128,9,2.66,AMB0128,9,2.7,0.395,MODERATE
REQ01845,AMB0125,16,5.71,AMB0125,16,5.7,0.479,NORMAL
REQ01846,AMB0097,2,0.5,AMB0097,1,0.5,0.135,HEAVY
REQ01847,AMB0131,7,2.05,AMB0131,6,2.1,0.336,MODERATE
REQ01848,AMB0098,5,1.91,AMB0099,4,1.7,0.292,MODERATE
REQ01849,AMB0048,2,0.59,AMB0049,1,0.5,0.194,NORMAL
REQ01850,AMB0047,10,2.61,AMB0046,9,2.4,0.308,NORMAL
REQ01851,AMB0130,10,3.05,AMB0131,8,2.7,0.359,NORMAL
REQ01852,AMB0107,4,1.51,AMB0107,4,1.5,0.265,NORMAL
REQ01853,AMB0118,9,3.24,AMB0123,8,3.8,0.499,NORMAL
REQ01854,AMB0077,6,2.57,AMB0079,5,2.3,0.436,NORMAL
REQ01855,AMB0045,4,1.02,AMB0044,2,0.7,0.173,NORMAL
REQ01856,AMB0024,4,1.05,AMB0023,2,0.5,0.184,NORMAL
REQ01857,AMB0014,4,1.03,AMB0014,3,1,0.313,NORMAL
REQ01858,AMB0092,4,1.54,AMB0092,4,1.5,0.216,NORMAL
REQ01859,AMB0095,21,8.06,AMB0097,7,2.1,0.396,NORMAL
REQ01860,AMB0103,2,0.63,AMB0103,2,0.6,0.203,NORMAL
REQ01861,AMB0036,5,1.56,AMB0036,5,1.6,0.255,NORMAL
REQ01862,AMB0056,2,0.31,AMB0056,1,0.3,0.123,MODERATE
REQ01863,AMB0121,12,3.71,AMB0120,11,3.5,0.523,MODERATE
REQ01864,AMB0060,13,4.13,AMB0069,10,3.3,0.591,NORMAL
REQ01865,AMB0107,3,1.07,AMB0107,3,1.1,0.239,MODERATE
REQ01866,AMB0107,6,2.26,AMB0107,6,2.3,0.458,NORMAL
REQ01867,AMB0121,13,3.27,AMB0120,12,3.1,0.302,NORMAL
REQ01868,AMB0047,7,1.82,AMB0046,6,1.5,0.17,NORMAL
REQ01869,AMB0057,6,1.77,AMB0057,6,1.8,0.283,MODERATE
REQ01870,AMB0119,27,8.41,AMB0118,9,2.4,0.402,HEAVY
REQ01871,AMB0102,3,1.12,AMB0102,3,1.1,0.282,MODERATE
REQ01872,AMB0068,10,4.41,AMB0064,5,2.2,0.476,NORMAL
REQ01873,AMB0057,15,4.71,AMB0033,8,2.4,0.444,HEAVY
REQ01874,AMB0048,6,1.79,AMB0048,6,1.8,0.387,MODERATE
REQ01875,AMB0015,3,1.75,AMB0014,3,1.5,0.243,MODERATE
REQ01876,AMB0054,3,1.03,AMB0053,2,0.9,0.299,NORMAL
REQ01877,AMB0049,2,0.39,AMB0049,1,0.4,0.18,NORMAL
REQ01878,AMB0078,11,4.03,AMB0079,11,3.9,0.43,NORMAL
REQ01879,AMB0037,5,1.64,AMB0037,5,1.6,0.342,HEAVY
REQ01880,AMB0118,5,1.52,AMB0117,5,1.4,0.212,NORMAL
REQ01881,AMB0082,43,21.71,AMB0046,17,7,0.39,MODERATE
REQ01882,AMB0042,6,2.23,AMB0042,6,2.2,0.731,NORMAL
REQ01883,AMB0125,14,6.68,AMB0120,8,4.6,0.554,NORMAL
REQ01884,AMB0094,10,3.34,AMB0092,7,2.6,0.481,NORMAL
REQ01885,AMB0066,2,0.75,AMB0066,2,0.8,0.216,NORMAL
REQ01886,AMB0128,8,2.15,AMB0128,8,2.2,0.346,MODERATE
REQ01887,AMB0094,7,2.39,AMB0092,4,1.6,0.316,NORMAL
REQ01888,AMB0027,5,1.98,AMB0026,5,1.8,0.344,NORMAL
REQ01889,AMB0067,11,3.9,AMB0091,8,2.7,0.594,NORMAL
REQ01890,AMB0094,6,2.06,AMB0091,4,1.6,0.316,MODERATE
REQ01891,AMB0077,10,4.4,AMB0088,6,2.1,0.392,NORMAL
REQ01892,AMB0074,13,6.29,AMB0089,7,3.3,0.405,NORMAL
REQ01893,AMB0034,2,0.52,AMB0036,2,0.5,0.194,MODERATE
REQ01894,AMB0074,2,0.94,AMB0074,2,0.9,0.228,HEAVY
REQ01895,AMB0092,2,0.82,AMB0092,2,0.8,0.158,MODERATE
REQ01896,AMB0048,2,0.78,AMB0049,1,0.6,0.188,MODERATE
REQ01897,AMB0034,5,1.73,AMB0033,5,1.5,0.337,NORMAL
REQ01898,AMB0125,3,1.38,AMB0123,2,1.1,0.183,MODERATE
REQ01899,AMB0032,5,1.24,AMB0032,5,1.2,0.287,MODERATE
REQ01900,AMB0051,3,0.87,AMB0049,2,0.8,0.246,HEAVY
REQ01901,AMB0017,12,3.35,AMB0018,12,3.2,0.527,MODERATE
REQ01902,AMB0026,14,3.75,AMB0066,13,4.3,0.771,NORMAL
REQ01903,AMB0047,11,2.8,AMB0046,10,2.6,0.316,NORMAL
REQ01904,AMB0019,2,0.71,AMB0019,2,0.7,0.238,MODERATE
REQ01905,AMB0110,3,1.04,AMB0110,3,1,0.198,NORMAL
REQ01906,AMB0038,8,2.66,AMB0037,7,2.2,0.616,NORMAL
REQ01907,AMB0112,7,1.91,AMB0112,7,1.9,0.201,NORMAL
REQ01908,AMB0080,27,14.97,AMB0079,26,14.7,0.389,NORMAL
REQ01909,AMB0098,13,5.46,AMB0103,6,1.9,0.317,HEAVY
REQ01910,AMB0115,8,2.74,AMB0113,8,3.2,0.365,NORMAL
REQ01911,AMB0055,7,2.23,AMB0055,7,2.2,0.438,NORMAL
REQ01912,AMB0060,14,4.5,AMB0092,10,3.5,0.567,NORMAL
REQ01913,AMB0129,5,1.38,AMB0131,5,1.2,0.213,MODERATE
REQ01914,AMB0052,8,2.67,AMB0053,7,2.2,0.541,NORMAL
REQ01915,AMB0032,2,0.52,AMB0032,2,0.5,0.189,NORMAL
REQ01916,AMB0078,11,3.29,AMB0079,10,3.2,0.421,NORMAL
REQ01917,AMB0064,6,1.94,AMB0065,5,1.7,0.427,MODERATE
REQ01918,AMB0006,3,1.03,AMB0006,3,1,0.2,NORMAL
REQ01919,AMB0114,7,2.48,AMB0114,7,2.5,0.444,MODERATE
REQ01920,AMB0034,3,1.11,AMB0036,3,1.1,0.284,NORMAL
REQ01921,AMB0047,8,2.45,AMB0046,7,2.2,0.28,MODERATE
REQ01922,AMB0131,3,1.01,AMB0131,3,1,0.2,MODERATE
REQ01923,AMB0073,4,1.29,AMB0072,3,1,0.286,NORMAL
REQ01924,AMB0106,3,1.19,AMB0108,3,1.1,0.256,NORMAL
REQ01925,AMB0032,5,1.65,AMB0031,5,1.5,0.38,MODERATE
REQ01926,AMB0037,13,3.93,AMB0037,13,3.9,0.749,NORMAL
REQ01927,AMB0068,15,6.05,AMB0064,10,3.8,0.615,NORMAL
REQ01928,AMB0118,10,3.31,AMB0123,8,4,0.515,MODERATE
REQ01929,AMB0057,14,4.51,AMB0033,8,2.2,0.44,NORMAL
REQ01930,AMB0024,3,0.84,AMB0024,3,0.8,0.251,NORMAL
REQ01931,AMB0067,3,0.72,AMB0068,2,0.7,0.245,NORMAL
REQ01932,AMB0104,4,1.82,AMB0104,4,1.8,0.308,NORMAL
REQ01933,AMB0109,6,2.71,AMB0110,3,1.7,0.241,NORMAL
REQ01934,AMB0019,4,1.02,AMB0019,4,1,0.299,MODERATE
REQ01935,AMB0010,11,4.81,AMB0011,7,2.6,0.447,MODERATE
REQ01936,AMB0095,13,5.02,AMB0097,3,1.4,0.25,NORMAL
REQ01937,AMB0053,3,1.16,AMB0053,3,1.2,0.316,MODERATE
REQ01938,AMB0029,3,1.35,AMB0026,3,1.1,0.262,MODERATE
REQ01939,AMB0007,7,2.68,AMB0007,7,2.7,0.467,NORMAL
REQ01940,AMB0033,7,2.17,AMB0033,7,2.2,0.435,NORMAL
REQ01941,AMB0016,3,1.53,AMB0014,2,1.1,0.201,NORMAL
REQ01942,AMB0131,7,2.51,AMB0131,7,2.5,0.338,HEAVY
REQ01943,AMB0055,7,2.1,AMB0055,7,2.1,0.42,MODERATE
REQ01944,AMB0089,4,1.55,AMB0089,4,1.6,0.254,MODERATE
REQ01945,AMB0092,4,1.34,AMB0092,4,1.3,0.181,HEAVY
REQ01946,AMB0095,24,9.11,AMB0097,10,3.2,0.466,NORMAL
REQ01947,AMB0039,9,2.61,AMB0055,6,2.2,0.495,MODERATE
REQ01948,AMB0009,4,1.94,AMB0009,4,1.9,0.308,HEAVY
REQ01949,AMB0019,9,2.55,AMB0019,9,2.6,0.52,MODERATE
REQ01950,AMB0037,2,0.71,AMB0037,2,0.7,0.174,MODERATE
REQ01951,AMB0118,11,3.56,AMB0118,11,3.6,0.525,NORMAL
REQ01952,AMB0029,7,1.83,AMB0026,6,1.6,0.258,MODERATE
REQ01953,AMB0078,17,5.31,AMB0079,16,5.2,0.467,MODERATE
REQ01954,AMB0101,21,8.42,AMB0103,15,4.6,0.658,HEAVY
REQ01955,AMB0118,4,1.02,AMB0118,4,1,0.17,NORMAL
REQ01956,AMB0055,2,0.42,AMB0055,1,0.4,0.172,NORMAL
REQ01957,AMB0046,7,2.71,AMB0046,7,2.7,0.288,NORMAL
REQ01958,AMB0128,3,0.87,AMB0128,3,0.9,0.176,NORMAL
REQ01959,AMB0080,25,14.23,AMB0081,11,6.7,0.266,MODERATE
REQ01960,AMB0016,2,0.19,AMB0016,1,0.2,0.094,NORMAL
REQ01961,AMB0057,2,0.63,AMB0057,2,0.6,0.169,MODERATE
REQ01962,AMB0061,7,2.36,AMB0069,5,1.7,0.498,MODERATE
REQ01963,AMB0110,8,3.04,AMB0113,6,2.6,0.481,NORMAL
REQ01964,AMB0069,6,2.17,AMB0069,6,2.2,0.648,NORMAL
REQ01965,AMB0112,4,1.44,AMB0112,4,1.4,0.198,MODERATE
REQ01966,AMB0100,17,6.56,AMB0092,11,3.5,0.446,NORMAL
REQ01967,AMB0125,2,0.68,AMB0125,2,0.7,0.135,MODERATE
REQ01968,AMB0127,6,1.59,AMB0128,5,1.5,0.25,NORMAL
REQ01969,AMB0095,23,8.86,AMB0097,9,2.9,0.454,MODERATE
REQ01970,AMB0084,9,2.78,AMB0086,10,3.1,0.316,NORMAL
REQ01971,AMB0108,16,6.55,AMB0095,8,2.8,0.477,NORMAL
REQ01972,AMB0018,5,1.31,AMB0018,5,1.3,0.314,HEAVY
REQ01973,AMB0006,6,2.03,AMB0007,5,1.8,0.29,NORMAL
REQ01974,AMB0028,3,0.88,AMB0028,3,0.9,0.258,MODERATE
REQ01975,AMB0085,5,1.43,AMB0084,5,1.3,0.143,HEAVY
REQ01976,AMB0115,6,2.09,AMB0113,6,2.6,0.328,NORMAL
REQ01977,AMB0071,19,6.13,AMB0092,11,3.5,0.551,MODERATE
REQ01978,AMB0127,6,2.05,AMB0127,6,2.1,0.405,HEAVY
REQ01979,AMB0077,5,2.28,AMB0079,5,2,0.283,MODERATE
REQ01980,AMB0038,2,0.49,AMB0038,1,0.5,0.158,NORMAL
REQ01981,AMB0039,5,1.43,AMB0039,5,1.4,0.316,NORMAL
REQ01982,AMB0011,4,1.57,AMB0011,4,1.6,0.222,MODERATE
REQ01983,AMB0032,6,1.6,AMB0032,6,1.6,0.299,NORMAL
REQ01984,AMB0129,4,0.94,AMB0131,3,0.8,0.186,NORMAL
REQ01985,AMB0028,3,1.06,AMB0026,3,0.9,0.24,NORMAL
REQ01986,AMB0055,7,2.36,AMB0053,5,1.7,0.334,NORMAL
REQ01987,AMB0113,3,0.83,AMB0113,3,0.8,0.211,HEAVY
REQ01988,AMB0094,8,2.8,AMB0092,5,2,0.453,NORMAL
REQ01989,AMB0115,6,2.37,AMB0114,4,1.5,0.242,MODERATE
REQ01990,AMB0125,7,3.35,AMB0123,7,3.1,0.5,NORMAL
REQ01991,AMB0130,7,1.82,AMB0131,6,1.5,0.231,NORMAL
REQ01992,AMB0042,7,2.26,AMB0042,7,2.3,0.51,NORMAL
REQ01993,AMB0115,4,1.65,AMB0115,4,1.7,0.264,NORMAL
REQ01994,AMB0125,6,2.66,AMB0125,6,2.7,0.434,NORMAL
REQ01995,AMB0104,2,0.86,AMB0104,2,0.9,0.237,MODERATE
REQ01996,AMB0034,7,2.63,AMB0036,7,2.6,0.524,NORMAL
REQ01997,AMB0078,4,1.31,AMB0079,4,1.1,0.162,MODERATE
REQ01998,AMB0110,4,1.74,AMB0110,4,1.7,0.253,NORMAL
REQ01999,AMB0093,6,1.76,AMB0093,5,1.8,0.239,NORMAL
REQ02000,AMB0118,8,2.6,AMB0118,8,2.6,0.573,MODERATE
REQ02001,AMB0057,19,6.71,AMB0055,9,3,0.518,NORMAL
REQ02002,AMB0017,14,3.89,AMB0019,14,3.7,0.565,NORMAL
REQ02003,AMB0079,2,0.36,AMB0079,1,0.4,0.119,NORMAL
REQ02004,AMB0042,9,2.94,AMB0037,8,2.6,0.726,MODERATE
REQ02005,AMB0063,15,5.12,AMB0031,6,1.7,0.319,NORMAL
REQ02006,AMB0129,6,1.67,AMB0131,6,1.5,0.23,MODERATE
REQ02007,AMB0057,15,4.6,AMB0033,8,2.3,0.444,NORMAL
REQ02008,AMB0039,7,1.87,AMB0039,7,1.9,0.356,NORMAL
REQ02009,AMB0112,9,2.91,AMB0112,9,2.9,0.407,MODERATE
REQ02010,AMB0047,11,3.14,AMB0046,9,2.8,0.315,MODERATE
REQ02011,AMB0130,7,1.93,AMB0131,6,1.6,0.237,NORMAL
REQ02012,AMB0018,5,1.47,AMB0018,5,1.5,0.338,NORMAL
REQ02013,AMB0025,9,2.44,AMB0023,9,2.4,0.338,MODERATE
REQ02014,AMB0045,11,3.03,AMB0044,9,2.7,0.452,NORMAL
REQ02015,AMB0034,4,1.39,AMB0036,4,1.4,0.309,MODERATE
REQ02016,AMB0066,5,1.62,AMB0065,5,1.5,0.36,MODERATE
REQ02017,AMB0003,15,7.19,AMB0014,7,3.2,0.413,MODERATE
REQ02018,AMB0106,14,5.74,AMB0095,6,2,0.293,MODERATE
REQ02019,AMB0068,14,5.3,AMB0064,9,3.1,0.555,MODERATE
REQ02020,AMB0104,3,0.96,AMB0104,3,1,0.252,NORMAL
REQ02021,AMB0039,9,2.98,AMB0036,7,2.9,0.597,MODERATE
REQ02022,AMB0052,7,2.08,AMB0053,5,1.6,0.354,NORMAL
REQ02023,AMB0094,9,3.33,AMB0069,6,2.2,0.642,NORMAL
REQ02024,AMB0032,5,1.22,AMB0032,5,1.2,0.278,MODERATE
REQ02025,AMB0046,5,2.37,AMB0046,5,2.4,0.3,NORMAL
REQ02026,AMB0054,7,2.29,AMB0053,6,2.2,0.571,NORMAL
REQ02027,AMB0111,5,1.47,AMB0109,5,1.4,0.176,NORMAL
REQ02028,AMB0033,4,0.99,AMB0033,4,1,0.296,MODERATE
REQ02029,AMB0030,2,0.58,AMB0030,2,0.6,0.213,NORMAL
REQ02030,AMB0046,6,2.98,AMB0046,6,3,0.29,NORMAL
REQ02031,AMB0122,3,0.77,AMB0122,3,0.8,0.136,NORMAL
REQ02032,AMB0082,38,20.66,AMB0046,12,6,0.345,NORMAL
REQ02033,AMB0125,13,4.69,AMB0125,13,4.7,0.433,NORMAL
REQ02034,AMB0044,16,8.55,AMB0042,7,4.5,0.31,MODERATE
REQ02035,AMB0023,2,0.38,AMB0023,1,0.4,0.149,HEAVY
REQ02036,AMB0118,5,1.44,AMB0118,5,1.4,0.205,MODERATE
REQ02037,AMB0068,11,4.78,AMB0064,6,2.5,0.529,NORMAL
REQ02038,AMB0057,13,4.21,AMB0033,7,1.9,0.274,NORMAL
REQ02039,AMB0077,27,15.35,AMB0079,26,14.8,0.391,NORMAL
REQ02040,AMB0096,11,3.46,AMB0096,11,3.5,0.492,NORMAL
REQ02041,AMB0095,9,2.48,AMB0095,9,2.5,0.423,HEAVY
REQ02042,AMB0082,38,20.37,AMB0046,12,5.7,0.346,NORMAL
REQ02043,AMB0075,17,7.09,AMB0088,9,3.4,0.311,NORMAL
REQ02044,AMB0014,6,2.6,AMB0014,6,2.6,0.442,HEAVY
REQ02045,AMB0068,2,0.25,AMB0068,1,0.3,0.137,NORMAL
REQ02046,AMB0122,9,2.27,AMB0122,9,2.3,0.347,NORMAL
REQ02047,AMB0029,2,0.38,AMB0027,1,0.4,0.128,NORMAL
REQ02048,AMB0112,2,0.68,AMB0112,2,0.7,0.14,MODERATE
REQ02049,AMB0012,11,3.06,AMB0011,11,3.3,0.507,NORMAL
REQ02050,AMB0059,2,0.4,AMB0059,1,0.4,0.209,NORMAL
REQ02051,AMB0131,3,1.28,AMB0131,3,1.3,0.199,NORMAL
REQ02052,AMB0014,7,3.07,AMB0014,7,3.1,0.42,NORMAL
REQ02053,AMB0085,9,2.25,AMB0086,8,2.4,0.311,HEAVY
REQ02054,AMB0102,5,1.66,AMB0102,5,1.7,0.351,NORMAL
REQ02055,AMB0093,7,1.9,AMB0093,7,1.9,0.229,MODERATE
REQ02056,AMB0045,9,2.69,AMB0044,8,2.4,0.428,NORMAL
REQ02057,AMB0088,38,19.5,AMB0079,29,16.8,0.635,MODERATE
REQ02058,AMB0089,4,1.21,AMB0089,4,1.2,0.248,NORMAL
REQ02059,AMB0067,6,1.48,AMB0067,6,1.5,0.289,NORMAL
REQ02060,AMB0086,4,1.81,AMB0084,4,1.5,0.292,NORMAL
REQ02061,AMB0067,6,1.53,AMB0068,6,1.5,0.363,MODERATE
REQ02062,AMB0015,2,1.01,AMB0015,2,1,0.179,NORMAL
REQ02063,AMB0030,4,1.19,AMB0030,4,1.2,0.402,NORMAL
REQ02064,AMB0114,17,6.75,AMB0102,8,3.2,0.539,NORMAL
REQ02065,AMB0025,7,1.8,AMB0023,7,1.8,0.164,NORMAL
REQ02066,AMB0079,5,2.53,AMB0079,5,2.5,0.331,NORMAL
REQ02067,AMB0125,6,2.9,AMB0125,6,2.9,0.449,NORMAL
REQ02068,AMB0040,9,2.91,AMB0042,8,2.8,0.683,NORMAL
REQ02069,AMB0039,2,0.12,AMB0039,1,0.1,0.094,MODERATE
REQ02070,AMB0008,4,1.42,AMB0008,4,1.4,0.276,NORMAL
REQ02071,AMB0038,7,2.46,AMB0037,6,2,0.532,HEAVY
REQ02072,AMB0072,6,2,AMB0072,6,2,0.378,NORMAL
REQ02073,AMB0124,12,3.13,AMB0123,11,2.9,0.37,MODERATE
REQ02074,AMB0104,6,2.27,AMB0098,5,2.2,0.465,NORMAL
REQ02075,AMB0034,3,0.97,AMB0036,3,1,0.259,NORMAL
REQ02076,AMB0069,5,1.62,AMB0069,4,1.6,0.373,MODERATE
REQ02077,AMB0030,5,1.52,AMB0030,5,1.5,0.541,NORMAL
REQ02078,AMB0077,3,1.47,AMB0079,3,1.2,0.206,MODERATE
REQ02079,AMB0118,5,1.79,AMB0118,5,1.8,0.248,NORMAL
REQ02080,AMB0037,8,2.97,AMB0036,8,3.2,0.616,NORMAL
REQ02081,AMB0095,23,8.76,AMB0097,8,2.8,0.448,MODERATE
REQ02082,AMB0058,4,1.29,AMB0057,4,1.2,0.286,NORMAL
REQ02083,AMB0106,2,0.58,AMB0106,2,0.6,0.179,NORMAL
REQ02084,AMB0057,18,6.43,AMB0055,9,2.9,0.523,MODERATE
REQ02085,AMB0020,18,7.28,AMB0009,9,4.1,0.496,MODERATE
REQ02086,AMB0086,4,1.56,AMB0084,3,1.3,0.264,NORMAL
REQ02087,AMB0092,5,1.74,AMB0092,5,1.7,0.237,NORMAL
REQ02088,AMB0066,5,1.78,AMB0065,5,1.7,0.44,MODERATE
REQ02089,AMB0015,16,5.82,AMB0003,10,3.7,0.604,NORMAL
REQ02090,AMB0078,5,1.98,AMB0079,5,1.9,0.232,MODERATE
REQ02091,AMB0026,10,2.83,AMB0066,10,3.4,0.744,MODERATE
REQ02092,AMB0096,2,0.42,AMB0096,1,0.4,0.124,NORMAL
REQ02093,AMB0054,6,2.07,AMB0053,5,1.9,0.436,MODERATE
REQ02094,AMB0016,19,5.8,AMB0015,8,2.8,0.478,MODERATE
REQ02095,AMB0003,7,2.15,AMB0003,7,2.2,0.478,NORMAL
REQ02096,AMB0081,47,21.82,AMB0083,11,3,0.28,NORMAL
REQ02097,AMB0015,6,2.87,AMB0014,5,2.6,0.418,NORMAL
