emergency_id,emergency_type,selected_hospital_id,selected_hospital_name,candidate_count,selected_distance_km,selected_eta_min,icu_available,general_available
REQ01051,Burn,H007,"Apollo Hospitals Greams Road",30,0.5,2,4,24
REQ01052,Accident,H021,"Hindu Mission Hospital",22,0.5,2,16,6
REQ01053,Cardiac,H001,"Rajiv Gandhi Government General Hospital",18,1.5,3,6,32
REQ01054,General Medical,H007,"Apollo Hospitals Greams Road",30,1.4,3,4,24
REQ01055,Trauma,H020,"Prashanth Super Speciality Hospital",22,2.9,5,2,14
REQ01056,Accident,H025,"Apollo Hospitals Tondiarpet",22,5,9,9,9
REQ01057,Accident,H014,"Vijaya Hospital",22,1.1,2,10,12
REQ01058,Accident,H001,"Rajiv Gandhi Government General Hospital",22,1.2,2,6,32
REQ01059,General Medical,H017,"Gleneagles HealthCity Chennai",30,1.3,2,25,26
REQ01060,Unconscious,H008,"Fortis Malar Hospital",30,2.2,4,4,34
REQ01061,Accident,H011,"Madras Medical Mission",22,0.9,2,5,4
REQ01062,Other,H011,"Madras Medical Mission",30,1.5,3,5,4
REQ01063,Stroke,H007,"Apollo Hospitals Greams Road",18,0.6,2,4,24
REQ01064,Trauma,H027,"MGM Healthcare",22,1.7,3,5,16
REQ01065,Accident,H007,"Apollo Hospitals Greams Road",22,1.4,3,4,24
REQ01066,Accident,H027,"MGM Healthcare",22,2.2,4,5,16
REQ01067,Unconscious,H017,"Gleneagles HealthCity Chennai",30,1.9,4,25,26
REQ01068,Stroke,H011,"Madras Medical Mission",18,2.7,5,5,4
REQ01069,Breathing,H022,"Government Hospital Tambaram",30,0.6,2,6,22
REQ01070,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,6.7,13,18,34
REQ01071,Accident,H028,"Kauvery Hospital Alwarpet",22,0.8,2,1,34
REQ01072,Trauma,H006,"Institute of Child Health and Hospital for Children",22,0.2,2,20,12
REQ01073,Unconscious,H009,"MIOT International",30,1.5,3,8,26
REQ01074,Trauma,H023,"ESIC Medical College and Hospital",22,0.6,2,5,32
REQ01075,Cardiac,H024,"Billroth Hospitals",18,1.3,2,4,32
REQ01076,General Medical,H004,"Government Royapettah Hospital",30,1.2,2,13,11
REQ01077,Trauma,H027,"MGM Healthcare",22,1,2,5,16
REQ01078,General Medical,H013,"SIMS Hospital",30,0.9,2,5,3
REQ01079,Trauma,H009,"MIOT International",22,3,6,8,26
REQ01080,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,6.8,13,18,34
REQ01081,Trauma,H005,"Government Omandurar Medical College Hospital",22,0.6,2,19,5
REQ01082,Stroke,H013,"SIMS Hospital",18,1.1,2,5,3
REQ01083,Unconscious,H010,"Sri Ramachandra Medical Centre",30,0.9,2,1,10
REQ01084,Accident,H025,"Apollo Hospitals Tondiarpet",22,1.3,2,9,9
REQ01085,Stroke,H021,"Hindu Mission Hospital",18,0.9,2,16,6
REQ01086,Breathing,H007,"Apollo Hospitals Greams Road",30,1.7,3,4,24
REQ01087,Breathing,H030,"Government Hospital of Thoracic Medicine",30,3.6,7,8,23
REQ01088,Trauma,H008,"Fortis Malar Hospital",22,4.6,9,4,34
REQ01089,Trauma,H014,"Vijaya Hospital",22,1.1,2,10,12
REQ01090,Breathing,H030,"Government Hospital of Thoracic Medicine",30,4,8,8,23
REQ01091,Breathing,H016,"Apollo Speciality Hospital OMR",30,1.7,3,19,2
REQ01092,Breathing,H025,"Apollo Hospitals Tondiarpet",30,3.3,6,9,9
REQ01093,Accident,H009,"MIOT International",22,2.4,5,8,26
REQ01094,Cardiac,H007,"Apollo Hospitals Greams Road",18,1,2,4,24
REQ01095,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,1.7,3,18,34
REQ01096,Unconscious,H028,"Kauvery Hospital Alwarpet",30,1.4,3,1,34
REQ01097,Trauma,H001,"Rajiv Gandhi Government General Hospital",22,1.4,3,6,32
REQ01098,Accident,H027,"MGM Healthcare",22,0.9,2,5,16
REQ01099,Stroke,H029,"Adyar Cancer Institute",18,2.5,5,2,46
REQ01100,Accident,H030,"Government Hospital of Thoracic Medicine",22,2.8,5,8,23
REQ01101,Stroke,H021,"Hindu Mission Hospital",18,1.6,3,16,6
REQ01102,Unconscious,H029,"Adyar Cancer Institute",30,2.3,4,2,46
REQ01103,Unconscious,H004,"Government Royapettah Hospital",30,2.4,4,13,11
REQ01104,Trauma,H026,"CSI Rainy Multispeciality Hospital",22,1.6,3,8,11
REQ01105,Accident,H007,"Apollo Hospitals Greams Road",22,0.9,2,4,24
REQ01106,Breathing,H006,"Institute of Child Health and Hospital for Children",30,1.3,3,20,12
REQ01107,Stroke,H016,"Apollo Speciality Hospital OMR",18,3.7,7,19,2
REQ01108,Trauma,H020,"Prashanth Super Speciality Hospital",22,1.7,3,2,14
REQ01109,Unconscious,H030,"Government Hospital of Thoracic Medicine",30,3.6,7,8,23
REQ01110,Accident,H009,"MIOT International",22,1.6,3,8,26
REQ01111,Stroke,H006,"Institute of Child Health and Hospital for Children",18,1.7,3,20,12
REQ01112,Accident,H023,"ESIC Medical College and Hospital",22,0.8,2,5,32
REQ01113,Stroke,H009,"MIOT International",18,1.1,2,8,26
REQ01114,General Medical,H025,"Apollo Hospitals Tondiarpet",30,1.6,3,9,9
REQ01115,General Medical,H012,"Sundaram Medical Foundation",30,0.8,2,4,33
REQ01116,Accident,H029,"Adyar Cancer Institute",22,2.2,4,2,46
REQ01117,Accident,H025,"Apollo Hospitals Tondiarpet",22,0.3,2,9,9
REQ01118,General Medical,H005,"Government Omandurar Medical College Hospital",30,1.7,3,19,5
REQ01119,Accident,H014,"Vijaya Hospital",22,1.1,2,10,12
REQ01120,General Medical,H029,"Adyar Cancer Institute",30,2.1,4,2,46
REQ01121,General Medical,H002,"Government Stanley Medical College Hospital",30,0.8,2,7,39
REQ01122,Accident,H008,"Fortis Malar Hospital",22,3.3,6,4,34
REQ01123,Trauma,H025,"Apollo Hospitals Tondiarpet",22,4.7,9,9,9
REQ01124,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,1.6,3,6,32
REQ01125,Accident,H025,"Apollo Hospitals Tondiarpet",22,2,4,9,9
REQ01126,Trauma,H020,"Prashanth Super Speciality Hospital",22,2.6,5,2,14
REQ01127,Cardiac,H009,"MIOT International",18,4.5,8,8,26
REQ01128,Accident,H014,"Vijaya Hospital",22,2.3,4,10,12
REQ01129,Accident,H007,"Apollo Hospitals Greams Road",22,3.2,6,4,24
REQ01130,General Medical,H009,"MIOT International",30,1.7,3,8,26
REQ01131,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,4.9,9,8,11
REQ01132,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,6.2,12,18,34
REQ01133,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,2.4,5,9,9
REQ01134,General Medical,H017,"Gleneagles HealthCity Chennai",30,0.9,2,25,26
REQ01135,Accident,H025,"Apollo Hospitals Tondiarpet",22,2.5,5,9,9
REQ01136,Stroke,H007,"Apollo Hospitals Greams Road",18,1.7,3,4,24
REQ01137,Cardiac,H024,"Billroth Hospitals",18,1.7,3,4,32
REQ01138,Other,H011,"Madras Medical Mission",30,2.4,5,5,4
REQ01139,Other,H017,"Gleneagles HealthCity Chennai",30,1.9,3,25,26
REQ01140,Stroke,H021,"Hindu Mission Hospital",18,1.3,2,16,6
REQ01141,General Medical,H030,"Government Hospital of Thoracic Medicine",30,3.4,6,8,23
REQ01142,General Medical,H022,"Government Hospital Tambaram",30,1.7,3,6,22
REQ01143,Cardiac,H007,"Apollo Hospitals Greams Road",18,4.4,8,4,24
REQ01144,Trauma,H005,"Government Omandurar Medical College Hospital",22,1.2,2,19,5
REQ01145,Accident,H025,"Apollo Hospitals Tondiarpet",22,3.2,6,9,9
REQ01146,Trauma,H018,"Chettinad Hospital and Research Institute",22,2.4,4,4,14
REQ01147,Trauma,H020,"Prashanth Super Speciality Hospital",22,3.6,7,2,14
REQ01148,Burn,H016,"Apollo Speciality Hospital OMR",30,0.8,2,19,2
REQ01149,Cardiac,H021,"Hindu Mission Hospital",18,2.9,5,16,6
REQ01150,Cardiac,H013,"SIMS Hospital",18,0.8,2,5,3
REQ01151,Accident,H025,"Apollo Hospitals Tondiarpet",22,1.9,4,9,9
REQ01152,Cardiac,H016,"Apollo Speciality Hospital OMR",18,1.1,2,19,2
REQ01153,Breathing,H006,"Institute of Child Health and Hospital for Children",30,1.1,2,20,12
REQ01154,Breathing,H020,"Prashanth Super Speciality Hospital",30,1.6,3,2,14
REQ01155,Stroke,H023,"ESIC Medical College and Hospital",18,2.8,5,5,32
REQ01156,Trauma,H007,"Apollo Hospitals Greams Road",22,1.5,3,4,24
REQ01157,Cardiac,H011,"Madras Medical Mission",18,11,21,5,4
REQ01158,Trauma,H022,"Government Hospital Tambaram",22,1.3,2,6,22
REQ01159,Cardiac,H012,"Sundaram Medical Foundation",18,0.9,2,4,33
REQ01160,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,5.7,11,18,34
REQ01161,General Medical,H021,"Hindu Mission Hospital",30,2.2,4,16,6
REQ01162,Unconscious,H016,"Apollo Speciality Hospital OMR",30,3.3,6,19,2
REQ01163,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,1,2,18,34
REQ01164,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,3.8,7,8,11
REQ01165,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,7.2,13,18,34
REQ01166,Other,H003,"Government Kilpauk Medical College Hospital",30,1.6,3,1,9
REQ01167,Stroke,H005,"Government Omandurar Medical College Hospital",18,3.6,7,19,5
REQ01168,General Medical,H012,"Sundaram Medical Foundation",30,0.2,2,4,33
REQ01169,Breathing,H025,"Apollo Hospitals Tondiarpet",30,5.2,10,9,9
REQ01170,Breathing,H011,"Madras Medical Mission",30,5,9,5,4
REQ01171,Unconscious,H010,"Sri Ramachandra Medical Centre",30,3,6,1,10
REQ01172,Unconscious,H009,"MIOT International",30,2,4,8,26
REQ01173,Unconscious,H018,"Chettinad Hospital and Research Institute",30,2.5,5,4,14
REQ01174,Other,H007,"Apollo Hospitals Greams Road",30,2.4,5,4,24
REQ01175,Other,H010,"Sri Ramachandra Medical Centre",30,0.5,2,1,10
REQ01176,General Medical,H004,"Government Royapettah Hospital",30,0.7,2,13,11
REQ01177,Accident,H007,"Apollo Hospitals Greams Road",22,2,4,4,24
REQ01178,Accident,H027,"MGM Healthcare",22,1.1,2,5,16
REQ01179,General Medical,H007,"Apollo Hospitals Greams Road",30,2.4,4,4,24
REQ01180,Unconscious,H005,"Government Omandurar Medical College Hospital",30,1,2,19,5
REQ01181,General Medical,H027,"MGM Healthcare",30,0.8,2,5,16
REQ01182,General Medical,H020,"Prashanth Super Speciality Hospital",30,1.4,3,2,14
REQ01183,Breathing,H011,"Madras Medical Mission",30,5,9,5,4
REQ01184,Accident,H005,"Government Omandurar Medical College Hospital",22,2,4,19,5
REQ01185,Burn,H008,"Fortis Malar Hospital",30,1.1,2,4,34
REQ01186,Breathing,H003,"Government Kilpauk Medical College Hospital",30,1.8,3,1,9
REQ01187,Trauma,H026,"CSI Rainy Multispeciality Hospital",22,1.1,2,8,11
REQ01188,Breathing,H028,"Kauvery Hospital Alwarpet",30,1.4,3,1,34
REQ01189,General Medical,H018,"Chettinad Hospital and Research Institute",30,2.7,5,4,14
REQ01190,Unconscious,H010,"Sri Ramachandra Medical Centre",30,5.3,10,1,10
REQ01191,Unconscious,H029,"Adyar Cancer Institute",30,2.1,4,2,46
REQ01192,Burn,H011,"Madras Medical Mission",30,1.9,4,5,4
REQ01193,Breathing,H012,"Sundaram Medical Foundation",30,1.8,3,4,33
REQ01194,Trauma,H001,"Rajiv Gandhi Government General Hospital",22,2,4,6,32
REQ01195,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,1.7,3,18,34
REQ01196,Accident,H014,"Vijaya Hospital",22,1.8,3,10,12
REQ01197,Cardiac,H007,"Apollo Hospitals Greams Road",18,0.7,2,4,24
REQ01198,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,7,13,18,34
REQ01199,Breathing,H009,"MIOT International",30,1.3,2,8,26
REQ01200,Accident,H025,"Apollo Hospitals Tondiarpet",22,1.5,3,9,9
REQ01201,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,2.6,5,8,11
REQ01202,Breathing,H020,"Prashanth Super Speciality Hospital",30,0.9,2,2,14
REQ01203,Trauma,H009,"MIOT International",22,0.4,2,8,26
REQ01204,Accident,H014,"Vijaya Hospital",22,1.7,3,10,12
REQ01205,Trauma,H020,"Prashanth Super Speciality Hospital",22,2.1,4,2,14
REQ01206,General Medical,H011,"Madras Medical Mission",30,6,11,5,4
REQ01207,Stroke,H005,"Government Omandurar Medical College Hospital",18,1.3,2,19,5
REQ01208,General Medical,H018,"Chettinad Hospital and Research Institute",30,2.1,4,4,14
REQ01209,Cardiac,H023,"ESIC Medical College and Hospital",18,2.2,4,5,32
REQ01210,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,3.8,7,8,11
REQ01211,General Medical,H019,"Dr. Kamakshi Memorial Hospital",30,0.2,2,18,34
REQ01212,General Medical,H011,"Madras Medical Mission",30,2.8,5,5,4
REQ01213,Breathing,H023,"ESIC Medical College and Hospital",30,1.5,3,5,32
REQ01214,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,6.8,13,8,11
REQ01215,Cardiac,H013,"SIMS Hospital",18,2.2,4,5,3
REQ01216,Trauma,H007,"Apollo Hospitals Greams Road",22,2.3,4,4,24
REQ01217,Breathing,H021,"Hindu Mission Hospital",30,2.3,4,16,6
REQ01218,Trauma,H025,"Apollo Hospitals Tondiarpet",22,2,4,9,9
REQ01219,General Medical,H004,"Government Royapettah Hospital",30,1.3,2,13,11
REQ01220,Cardiac,H016,"Apollo Speciality Hospital OMR",18,2,4,19,2
REQ01221,Unconscious,H016,"Apollo Speciality Hospital OMR",30,1,2,19,2
REQ01222,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,8.4,16,18,34
REQ01223,Accident,H005,"Government Omandurar Medical College Hospital",22,1.8,3,19,5
REQ01224,Breathing,H008,"Fortis Malar Hospital",30,1,2,4,34
REQ01225,Accident,H020,"Prashanth Super Speciality Hospital",22,2.3,4,2,14
REQ01226,Accident,H011,"Madras Medical Mission",22,2.7,5,5,4
REQ01227,Cardiac,H001,"Rajiv Gandhi Government General Hospital",18,0.7,2,6,32
REQ01228,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,13.6,25,8,11
REQ01229,Unconscious,H008,"Fortis Malar Hospital",30,0.9,2,4,34
REQ01230,Cardiac,H011,"Madras Medical Mission",18,1.2,2,5,4
REQ01231,Trauma,H020,"Prashanth Super Speciality Hospital",22,1.7,3,2,14
REQ01232,General Medical,H020,"Prashanth Super Speciality Hospital",30,2.7,5,2,14
REQ01233,Burn,H009,"MIOT International",30,2.7,5,8,26
REQ01234,General Medical,H028,"Kauvery Hospital Alwarpet",30,1.4,3,1,34
REQ01235,Trauma,H008,"Fortis Malar Hospital",22,2.1,4,4,34
REQ01236,Unconscious,H024,"Billroth Hospitals",30,0.4,2,4,32
REQ01237,Trauma,H009,"MIOT International",22,1.5,3,8,26
REQ01238,Stroke,H021,"Hindu Mission Hospital",18,2.3,4,16,6
REQ01239,Cardiac,H016,"Apollo Speciality Hospital OMR",18,2.6,5,19,2
REQ01240,Accident,H028,"Kauvery Hospital Alwarpet",22,1.2,2,1,34
REQ01241,Accident,H001,"Rajiv Gandhi Government General Hospital",22,1.5,3,6,32
REQ01242,Unconscious,H021,"Hindu Mission Hospital",30,0.7,2,16,6
REQ01243,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,4.4,8,18,34
REQ01244,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,5,9,18,34
REQ01245,General Medical,H023,"ESIC Medical College and Hospital",30,2.2,4,5,32
REQ01246,Accident,H027,"MGM Healthcare",22,2.4,4,5,16
REQ01247,Trauma,H008,"Fortis Malar Hospital",22,4.9,9,4,34
REQ01248,Stroke,H029,"Adyar Cancer Institute",18,3.2,6,2,46
REQ01249,Breathing,H008,"Fortis Malar Hospital",30,1.2,2,4,34
REQ01250,Unconscious,H016,"Apollo Speciality Hospital OMR",30,2.2,4,19,2
REQ01251,Trauma,H029,"Adyar Cancer Institute",22,1.3,2,2,46
REQ01252,Stroke,H013,"SIMS Hospital",18,1.1,2,5,3
REQ01253,Accident,H021,"Hindu Mission Hospital",22,1.2,2,16,6
REQ01254,Cardiac,H012,"Sundaram Medical Foundation",18,2.3,4,4,33
REQ01255,Cardiac,H009,"MIOT International",18,10.2,19,8,26
REQ01256,Cardiac,H021,"Hindu Mission Hospital",18,2,4,16,6
REQ01257,Accident,H025,"Apollo Hospitals Tondiarpet",22,8.4,16,9,9
REQ01258,Burn,H023,"ESIC Medical College and Hospital",30,0.8,2,5,32
REQ01259,Burn,H012,"Sundaram Medical Foundation",30,5.8,11,4,33
REQ01260,Trauma,H030,"Government Hospital of Thoracic Medicine",22,2.8,5,8,23
REQ01261,Accident,H026,"CSI Rainy Multispeciality Hospital",22,5,9,8,11
REQ01262,Accident,H011,"Madras Medical Mission",22,5.1,10,5,4
REQ01263,Stroke,H002,"Government Stanley Medical College Hospital",18,0.4,2,7,39
REQ01264,Unconscious,H007,"Apollo Hospitals Greams Road",30,0.9,2,4,24
REQ01265,Stroke,H007,"Apollo Hospitals Greams Road",18,1.6,3,4,24
REQ01266,Burn,H006,"Institute of Child Health and Hospital for Children",30,2.6,5,20,12
REQ01267,Other,H012,"Sundaram Medical Foundation",30,1,2,4,33
REQ01268,General Medical,H025,"Apollo Hospitals Tondiarpet",30,1.3,2,9,9
REQ01269,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,3.5,7,8,11
REQ01270,General Medical,H023,"ESIC Medical College and Hospital",30,0.5,2,5,32
REQ01271,Cardiac,H013,"SIMS Hospital",18,1.8,3,5,3
REQ01272,Accident,H011,"Madras Medical Mission",22,7.5,14,5,4
REQ01273,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,6,11,18,34
REQ01274,General Medical,H025,"Apollo Hospitals Tondiarpet",30,1,2,9,9
REQ01275,Stroke,H001,"Rajiv Gandhi Government General Hospital",18,0.9,2,6,32
REQ01276,Unconscious,H012,"Sundaram Medical Foundation",30,0.5,2,4,33
REQ01277,Accident,H011,"Madras Medical Mission",22,4.2,8,5,4
REQ01278,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,18.8,35,18,34
REQ01279,General Medical,H018,"Chettinad Hospital and Research Institute",30,1.6,3,4,14
REQ01280,Burn,H021,"Hindu Mission Hospital",30,1.6,3,16,6
REQ01281,Accident,H030,"Government Hospital of Thoracic Medicine",22,1,2,8,23
REQ01282,Stroke,H013,"SIMS Hospital",18,0.4,2,5,3
REQ01283,Stroke,H029,"Adyar Cancer Institute",18,2.1,4,2,46
REQ01284,Breathing,H010,"Sri Ramachandra Medical Centre",30,1.2,2,1,10
REQ01285,General Medical,H007,"Apollo Hospitals Greams Road",30,0.3,2,4,24
REQ01286,General Medical,H001,"Rajiv Gandhi Government General Hospital",30,2,4,6,32
REQ01287,Stroke,H005,"Government Omandurar Medical College Hospital",18,0.6,2,19,5
REQ01288,Stroke,H011,"Madras Medical Mission",18,5.8,11,5,4
REQ01289,Accident,H025,"Apollo Hospitals Tondiarpet",22,5.2,10,9,9
REQ01290,General Medical,H009,"MIOT International",30,1.4,3,8,26
REQ01291,Breathing,H017,"Gleneagles HealthCity Chennai",30,4.9,9,25,26
REQ01292,Breathing,H030,"Government Hospital of Thoracic Medicine",30,4.8,9,8,23
REQ01293,Stroke,H009,"MIOT International",18,4.2,8,8,26
REQ01294,Trauma,H003,"Government Kilpauk Medical College Hospital",22,1.2,2,1,9
REQ01295,Trauma,H018,"Chettinad Hospital and Research Institute",22,2.6,5,4,14
REQ01296,Breathing,H013,"SIMS Hospital",30,1.7,3,5,3
REQ01297,Accident,H011,"Madras Medical Mission",22,9.9,19,5,4
REQ01298,Trauma,H018,"Chettinad Hospital and Research Institute",22,2,4,4,14
REQ01299,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,15.9,30,18,34
REQ01300,Accident,H026,"CSI Rainy Multispeciality Hospital",22,3.1,6,8,11
REQ01301,General Medical,H007,"Apollo Hospitals Greams Road",30,0.7,2,4,24
REQ01302,Burn,H010,"Sri Ramachandra Medical Centre",30,1.1,2,1,10
REQ01303,Burn,H024,"Billroth Hospitals",30,1.1,2,4,32
REQ01304,Accident,H021,"Hindu Mission Hospital",22,1.9,4,16,6
REQ01305,Accident,H009,"MIOT International",22,0.9,2,8,26
REQ01306,Breathing,H011,"Madras Medical Mission",30,1.6,3,5,4
REQ01307,Breathing,H018,"Chettinad Hospital and Research Institute",30,1.8,3,4,14
REQ01308,Accident,H025,"Apollo Hospitals Tondiarpet",22,1.3,2,9,9
REQ01309,Cardiac,H007,"Apollo Hospitals Greams Road",18,1.8,3,4,24
REQ01310,Accident,H011,"Madras Medical Mission",22,1.4,3,5,4
REQ01311,Stroke,H024,"Billroth Hospitals",18,0.5,2,4,32
REQ01312,General Medical,H029,"Adyar Cancer Institute",30,0.9,2,2,46
REQ01313,Breathing,H025,"Apollo Hospitals Tondiarpet",30,1.7,3,9,9
REQ01314,Trauma,H006,"Institute of Child Health and Hospital for Children",22,1.3,2,20,12
REQ01315,Cardiac,H007,"Apollo Hospitals Greams Road",18,2.8,5,4,24
REQ01316,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,1.8,3,6,32
REQ01317,Breathing,H011,"Madras Medical Mission",30,10,19,5,4
REQ01318,Breathing,H028,"Kauvery Hospital Alwarpet",30,0.5,2,1,34
REQ01319,Accident,H025,"Apollo Hospitals Tondiarpet",22,5.2,10,9,9
REQ01320,Cardiac,H001,"Rajiv Gandhi Government General Hospital",18,1.5,3,6,32
REQ01321,Accident,H007,"Apollo Hospitals Greams Road",22,1.7,3,4,24
REQ01322,Trauma,H011,"Madras Medical Mission",22,1.6,3,5,4
REQ01323,Accident,H007,"Apollo Hospitals Greams Road",22,1.3,2,4,24
REQ01324,Cardiac,H029,"Adyar Cancer Institute",18,2.8,5,2,46
REQ01325,Accident,H015,"Kauvery Hospital",22,2.4,4,19,7
REQ01326,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,2,4,18,34
REQ01327,Breathing,H007,"Apollo Hospitals Greams Road",30,2.1,4,4,24
REQ01328,Accident,H020,"Prashanth Super Speciality Hospital",22,1.8,3,2,14
REQ01329,General Medical,H004,"Government Royapettah Hospital",30,0.8,2,13,11
REQ01330,Accident,H026,"CSI Rainy Multispeciality Hospital",22,1.9,4,8,11
REQ01331,Accident,H023,"ESIC Medical College and Hospital",22,2.4,5,5,32
REQ01332,Accident,H029,"Adyar Cancer Institute",22,0.9,2,2,46
REQ01333,Unconscious,H016,"Apollo Speciality Hospital OMR",30,1.7,3,19,2
REQ01334,Breathing,H001,"Rajiv Gandhi Government General Hospital",30,1,2,6,32
REQ01335,Trauma,H030,"Government Hospital of Thoracic Medicine",22,3.4,6,8,23
REQ01336,Trauma,H007,"Apollo Hospitals Greams Road",22,1.4,3,4,24
REQ01337,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,1.7,3,8,11
REQ01338,Trauma,H025,"Apollo Hospitals Tondiarpet",22,3.7,7,9,9
REQ01339,Accident,H014,"Vijaya Hospital",22,2.1,4,10,12
REQ01340,General Medical,H010,"Sri Ramachandra Medical Centre",30,6,11,1,10
REQ01341,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,0.8,2,9,9
REQ01342,Breathing,H030,"Government Hospital of Thoracic Medicine",30,2.9,6,8,23
REQ01343,Stroke,H016,"Apollo Speciality Hospital OMR",18,2,4,19,2
REQ01344,Accident,H020,"Prashanth Super Speciality Hospital",22,2,4,2,14
REQ01345,Accident,H007,"Apollo Hospitals Greams Road",22,1.7,3,4,24
REQ01346,General Medical,H020,"Prashanth Super Speciality Hospital",30,0.4,2,2,14
REQ01347,Trauma,H008,"Fortis Malar Hospital",22,1.3,2,4,34
REQ01348,Burn,H020,"Prashanth Super Speciality Hospital",30,2.6,5,2,14
REQ01349,Trauma,H030,"Government Hospital of Thoracic Medicine",22,5,9,8,23
REQ01350,Breathing,H008,"Fortis Malar Hospital",30,2.1,4,4,34
REQ01351,Stroke,H029,"Adyar Cancer Institute",18,2.8,5,2,46
REQ01352,Cardiac,H021,"Hindu Mission Hospital",18,2,4,16,6
REQ01353,Other,H004,"Government Royapettah Hospital",30,0.9,2,13,11
REQ01354,Accident,H009,"MIOT International",22,11,21,8,26
REQ01355,Other,H001,"Rajiv Gandhi Government General Hospital",30,1.5,3,6,32
REQ01356,Cardiac,H012,"Sundaram Medical Foundation",18,1,2,4,33
REQ01357,Burn,H011,"Madras Medical Mission",30,2.2,4,5,4
REQ01358,General Medical,H022,"Government Hospital Tambaram",30,2.8,5,6,22
REQ01359,Unconscious,H017,"Gleneagles HealthCity Chennai",30,0.7,2,25,26
REQ01360,Accident,H021,"Hindu Mission Hospital",22,1.1,2,16,6
REQ01361,General Medical,H025,"Apollo Hospitals Tondiarpet",30,10.5,20,9,9
